Filial,Placa_Veiculo,Descricao_POI,Data_Entrada,Data_Saida,Data_Atualizacao,Status,Duracao,Customer_Child_Id,Vehicle_Id,Fence_Id
TLA - TRANSP. CELULOSE,SEP8C51,ACESSO FABRICA,05/08/2025 22:10:03,05/08/2025 22:18:50,05/08/2025 23:43:19,Saiu da cerca,8m,40224,577468,123486
TLA - TRANSP. CELULOSE,SEP8C51,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:10:40,05/08/2025 22:18:50,05/08/2025 23:43:19,Saiu da cerca,8m,40224,577468,152234
RIBAS,SFV9F58,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:56:38,05/08/2025 22:43:07,05/08/2025 23:43:13,Saiu da cerca,46m,40227,601703,151131
TLA - TRANSP. CELULOSE,SFV9F58,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:56:38,05/08/2025 22:43:07,05/08/2025 23:43:13,Saiu da cerca,46m,40227,601703,151131
RIBAS,SYD5G65,Patio Carregado INO,05/08/2025 21:14:51,05/08/2025 22:39:10,05/08/2025 23:43:08,Saiu da cerca,1h 24m,39450,595220,185552
TLA - TRANSP. CELULOSE,SYD5G65,Patio Carregado INO,05/08/2025 21:14:51,05/08/2025 22:39:10,05/08/2025 23:43:08,Saiu da cerca,1h 24m,39450,595220,185552
RIBAS,SYD5G00,Descarga INO,05/08/2025 21:41:50,05/08/2025 22:41:56,05/08/2025 23:42:53,Saiu da cerca,1h 0m,39450,600094,169315
TLA - TRANSP. CELULOSE,SYD5G00,Descarga INO,05/08/2025 21:41:50,05/08/2025 22:41:56,05/08/2025 23:42:53,Saiu da cerca,1h 0m,39450,600094,169315
RIBAS,SPO5I29,PROJ-MONTE ALTO,05/08/2025 13:16:50,05/08/2025 22:35:34,05/08/2025 23:41:07,Saiu da cerca,9h 18m,42169,609343,184402
TLA - TRANSP. CELULOSE,SPO5I29,PROJ-MONTE ALTO,05/08/2025 13:16:50,05/08/2025 22:35:34,05/08/2025 23:41:07,Saiu da cerca,9h 18m,42169,609343,184402
RIBAS,SYR4E37,TRAJETO FABRICA X PA,05/08/2025 21:54:04,05/08/2025 22:40:33,05/08/2025 23:40:37,Saiu da cerca,46m,16622,589829,69017
TLA - TRANSP. CELULOSE,SYR4E37,TRAJETO FABRICA X PA,05/08/2025 21:54:04,05/08/2025 22:40:33,05/08/2025 23:40:37,Saiu da cerca,46m,16622,589829,69017
RIBAS,SEP8C41,PATIO SYLVAMO,05/08/2025 19:48:20,05/08/2025 22:40:28,05/08/2025 23:40:36,Saiu da cerca,2h 52m,40224,577974,171638
RIBAS,SEP8C41,TROCA DE TURNO-PATIO EXTERNO,05/08/2025 19:48:20,05/08/2025 22:40:28,05/08/2025 23:40:36,Saiu da cerca,2h 52m,40224,577974,123488
TLA - TRANSP. CELULOSE,SEP8C41,PATIO SYLVAMO,05/08/2025 19:48:20,05/08/2025 22:40:28,05/08/2025 23:40:36,Saiu da cerca,2h 52m,40224,577974,171638
TLA - TRANSP. CELULOSE,SEP8C41,TROCA DE TURNO-PATIO EXTERNO,05/08/2025 19:48:20,05/08/2025 22:40:28,05/08/2025 23:40:36,Saiu da cerca,2h 52m,40224,577974,123488
RIBAS,SFV9F58,CONTROLE ENTREGA,05/08/2025 22:09:01,05/08/2025 22:39:46,05/08/2025 23:39:51,Saiu da cerca,30m,40227,601703,167208
TLA - TRANSP. CELULOSE,SFV9F58,CONTROLE ENTREGA,05/08/2025 22:09:01,05/08/2025 22:39:46,05/08/2025 23:39:51,Saiu da cerca,30m,40227,601703,167208
RIBAS,SPO5I19,PROJ SANTO ANTONIO IV,05/08/2025 20:57:12,05/08/2025 22:35:59,05/08/2025 23:38:45,Saiu da cerca,1h 38m,42169,612464,186932
RIBAS,SGB1A21,MANUTENCAO-INSPTEC,05/08/2025 21:53:39,05/08/2025 22:38:37,05/08/2025 23:38:45,Saiu da cerca,44m,40227,603061,153809
TLA - TRANSP. CELULOSE,SPO5I19,PROJ SANTO ANTONIO IV,05/08/2025 20:57:12,05/08/2025 22:35:59,05/08/2025 23:38:45,Saiu da cerca,1h 38m,42169,612464,186932
TLA - TRANSP. CELULOSE,SGB1A21,MANUTENCAO-INSPTEC,05/08/2025 21:53:39,05/08/2025 22:38:37,05/08/2025 23:38:45,Saiu da cerca,44m,40227,603061,153809
RIBAS,RBF3I39,MANUTENCAO SERRANALOG,05/08/2025 18:52:45,05/08/2025 22:38:28,05/08/2025 23:38:40,Saiu da cerca,3h 45m,40227,603616,181421
TLA - TRANSP. CELULOSE,RBF3I39,MANUTENCAO SERRANALOG,05/08/2025 18:52:45,05/08/2025 22:38:28,05/08/2025 23:38:40,Saiu da cerca,3h 45m,40227,603616,181421
RIBAS,RTF1I36,Carregamento Fabrica,05/08/2025 21:17:08,05/08/2025 22:38:12,05/08/2025 23:38:15,Saiu da cerca,1h 21m,40454,581058,185186
TLA - TRANSP. CELULOSE,RTF1I36,Carregamento Fabrica,05/08/2025 21:17:08,05/08/2025 22:38:12,05/08/2025 23:38:15,Saiu da cerca,1h 21m,40454,581058,185186
RIBAS,SMB7B61,FILA DESCARGA APT,05/08/2025 21:49:23,05/08/2025 22:13:51,05/08/2025 23:38:05,Saiu da cerca,24m,41774,606737,115514
TLA - TRANSP. CELULOSE,SMB7B61,FILA DESCARGA APT,05/08/2025 21:49:23,05/08/2025 22:13:51,05/08/2025 23:38:05,Saiu da cerca,24m,41774,606737,115514
RIBAS,SYD5G00,Patio Vazio INO,05/08/2025 21:41:50,05/08/2025 21:56:15,05/08/2025 23:38:04,Saiu da cerca,14m,39450,600094,185554
TLA - TRANSP. CELULOSE,SYD5G00,Patio Vazio INO,05/08/2025 21:41:50,05/08/2025 21:56:15,05/08/2025 23:38:04,Saiu da cerca,14m,39450,600094,185554
RIBAS,SYE7D10,Descarga Inocencia,05/08/2025 18:57:37,05/08/2025 22:37:46,05/08/2025 23:37:54,Saiu da cerca,3h 40m,39450,600021,171260
TLA - TRANSP. CELULOSE,SYE7D10,Descarga Inocencia,05/08/2025 18:57:37,05/08/2025 22:37:46,05/08/2025 23:37:54,Saiu da cerca,3h 40m,39450,600021,171260
RIBAS,SEP8C50,PROJETO-CARANDA,05/08/2025 21:05:26,05/08/2025 22:36:39,05/08/2025 23:37:44,Saiu da cerca,1h 31m,40224,577347,186217
RIBAS,SEP8C64,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:09:39,05/08/2025 22:31:45,05/08/2025 23:37:44,Saiu da cerca,22m,40224,577526,152234
TLA - TRANSP. CELULOSE,SEP8C50,PROJETO-CARANDA,05/08/2025 21:05:26,05/08/2025 22:36:39,05/08/2025 23:37:44,Saiu da cerca,1h 31m,40224,577347,186217
TLA - TRANSP. CELULOSE,SEP8C64,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:09:39,05/08/2025 22:31:45,05/08/2025 23:37:44,Saiu da cerca,22m,40224,577526,152234
RIBAS,SYL4A15,Patio Carregado INO,05/08/2025 21:11:47,05/08/2025 22:32:59,05/08/2025 23:37:29,Saiu da cerca,1h 21m,39450,593149,185552
TLA - TRANSP. CELULOSE,SYL4A15,Patio Carregado INO,05/08/2025 21:11:47,05/08/2025 22:32:59,05/08/2025 23:37:29,Saiu da cerca,1h 21m,39450,593149,185552
RIBAS,SMD4F56,ACESSO FABRICA,05/08/2025 22:14:11,05/08/2025 22:22:16,05/08/2025 23:37:19,Saiu da cerca,8m,37775,603242,123486
RIBAS,SMD4F56,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:14:11,05/08/2025 22:22:16,05/08/2025 23:37:19,Saiu da cerca,8m,37775,603242,152234
TLA - TRANSP. CELULOSE,SMD4F56,ACESSO FABRICA,05/08/2025 22:14:11,05/08/2025 22:22:16,05/08/2025 23:37:19,Saiu da cerca,8m,37775,603242,123486
TLA - TRANSP. CELULOSE,SMD4F56,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:14:11,05/08/2025 22:22:16,05/08/2025 23:37:19,Saiu da cerca,8m,37775,603242,152234
RIBAS,SEP8C67,ACESSO FABRICA,05/08/2025 22:05:43,05/08/2025 22:14:49,05/08/2025 23:36:38,Saiu da cerca,9m,40224,578008,123486
TLA - TRANSP. CELULOSE,SEP8C67,ACESSO FABRICA,05/08/2025 22:05:43,05/08/2025 22:14:49,05/08/2025 23:36:38,Saiu da cerca,9m,40224,578008,123486
RIBAS,RJS8F32,TRAJETO PA X APARECIDA 1,05/08/2025 22:03:55,05/08/2025 22:36:28,05/08/2025 23:36:33,Saiu da cerca,32m,42098,618965,69019
TLA - TRANSP. CELULOSE,RJS8F32,TRAJETO PA X APARECIDA 1,05/08/2025 22:03:55,05/08/2025 22:36:28,05/08/2025 23:36:33,Saiu da cerca,32m,42098,618965,69019
RIBAS,SMD4F53,SALA DE ESTIMULACAO- CABECEIRA,05/08/2025 22:02:26,05/08/2025 22:25:14,05/08/2025 23:36:13,Saiu da cerca,22m,37775,603930,175343
TLA - TRANSP. CELULOSE,SMD4F53,SALA DE ESTIMULACAO- CABECEIRA,05/08/2025 22:02:26,05/08/2025 22:25:14,05/08/2025 23:36:13,Saiu da cerca,22m,37775,603930,175343
RIBAS,SMG9D17,Patio Carregado INO,05/08/2025 21:12:22,05/08/2025 22:33:51,05/08/2025 23:36:08,Saiu da cerca,1h 21m,44459,613394,185552
TLA - TRANSP. CELULOSE,SMG9D17,Patio Carregado INO,05/08/2025 21:12:22,05/08/2025 22:33:51,05/08/2025 23:36:08,Saiu da cerca,1h 21m,44459,613394,185552
RIBAS,SYD5G64,Abastecimento Frotas RRP,05/08/2025 22:13:44,05/08/2025 22:35:48,05/08/2025 23:35:58,Saiu da cerca,22m,39450,593910,170896
TLA - TRANSP. CELULOSE,SYD5G64,Abastecimento Frotas RRP,05/08/2025 22:13:44,05/08/2025 22:35:48,05/08/2025 23:35:58,Saiu da cerca,22m,39450,593910,170896
RIBAS,SYE7D10,Terminal Inocencia,05/08/2025 18:57:37,05/08/2025 22:35:46,05/08/2025 23:35:53,Saiu da cerca,3h 38m,39450,600021,185549
RIBAS,SYE7D10,Patio Carregado INO,05/08/2025 18:57:37,05/08/2025 22:35:46,05/08/2025 23:35:53,Saiu da cerca,3h 38m,39450,600021,185552
TLA - TRANSP. CELULOSE,SYE7D10,Terminal Inocencia,05/08/2025 18:57:37,05/08/2025 22:35:46,05/08/2025 23:35:53,Saiu da cerca,3h 38m,39450,600021,185549
TLA - TRANSP. CELULOSE,SYE7D10,Patio Carregado INO,05/08/2025 18:57:37,05/08/2025 22:35:46,05/08/2025 23:35:53,Saiu da cerca,3h 38m,39450,600021,185552
RIBAS,SYD5G03,Abastecimento Frotas RRP,05/08/2025 22:13:31,05/08/2025 22:35:10,05/08/2025 23:35:17,Saiu da cerca,21m,39450,582330,170896
TLA - TRANSP. CELULOSE,SYD5G03,Abastecimento Frotas RRP,05/08/2025 22:13:31,05/08/2025 22:35:10,05/08/2025 23:35:17,Saiu da cerca,21m,39450,582330,170896
RIBAS,SFU6H63,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:43:34,05/08/2025 22:35:02,05/08/2025 23:35:12,Saiu da cerca,51m,40227,602000,151131
RIBAS,RWB7C47,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:54:37,05/08/2025 22:35:03,05/08/2025 23:35:12,Saiu da cerca,40m,24463,591063,151131
TLA - TRANSP. CELULOSE,SFU6H63,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:43:34,05/08/2025 22:35:02,05/08/2025 23:35:12,Saiu da cerca,51m,40227,602000,151131
TLA - TRANSP. CELULOSE,RWB7C47,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:54:37,05/08/2025 22:35:03,05/08/2025 23:35:12,Saiu da cerca,40m,24463,591063,151131
RIBAS,SYD5G57,Agua Clara,05/08/2025 22:15:30,05/08/2025 22:33:54,05/08/2025 23:34:01,Saiu da cerca,18m,39450,595761,171261
TLA - TRANSP. CELULOSE,SYD5G57,Agua Clara,05/08/2025 22:15:30,05/08/2025 22:33:54,05/08/2025 23:34:01,Saiu da cerca,18m,39450,595761,171261
RIBAS,SYE7D13,Descarga Inocencia,05/08/2025 21:30:11,05/08/2025 22:33:10,05/08/2025 23:33:51,Saiu da cerca,1h 2m,39450,600023,171260
TLA - TRANSP. CELULOSE,SYE7D13,Descarga Inocencia,05/08/2025 21:30:11,05/08/2025 22:33:10,05/08/2025 23:33:51,Saiu da cerca,1h 2m,39450,600023,171260
RIBAS,SMD6I41,ACESSO FABRICA,05/08/2025 22:16:27,05/08/2025 22:27:31,05/08/2025 23:33:41,Saiu da cerca,11m,37775,603641,123486
TLA - TRANSP. CELULOSE,SMD6I41,ACESSO FABRICA,05/08/2025 22:16:27,05/08/2025 22:27:31,05/08/2025 23:33:41,Saiu da cerca,11m,37775,603641,123486
RIBAS,SYD5G49,Descarga INO,05/08/2025 21:30:08,05/08/2025 22:27:19,05/08/2025 23:33:15,Saiu da cerca,57m,39450,612802,169315
TLA - TRANSP. CELULOSE,SYD5G49,Descarga INO,05/08/2025 21:30:08,05/08/2025 22:27:19,05/08/2025 23:33:15,Saiu da cerca,57m,39450,612802,169315
RIBAS,SFU6H63,CONTROLE ENTREGA,05/08/2025 21:52:07,05/08/2025 22:33:02,05/08/2025 23:33:10,Saiu da cerca,40m,40227,602000,167208
TLA - TRANSP. CELULOSE,SFU6H63,CONTROLE ENTREGA,05/08/2025 21:52:07,05/08/2025 22:33:02,05/08/2025 23:33:10,Saiu da cerca,40m,40227,602000,167208
RIBAS,RTD9D57,Carregamento Fabrica,05/08/2025 21:55:24,05/08/2025 22:28:38,05/08/2025 23:32:34,Saiu da cerca,33m,41141,602222,185186
TLA - TRANSP. CELULOSE,RTD9D57,Carregamento Fabrica,05/08/2025 21:55:24,05/08/2025 22:28:38,05/08/2025 23:32:34,Saiu da cerca,33m,41141,602222,185186
RIBAS,TDO2G56,Patio de descarga- Eldorado Brasil,05/08/2025 21:51:42,05/08/2025 22:32:00,05/08/2025 23:32:09,Saiu da cerca,40m,25062,609974,186965
TLA - TRANSP. CELULOSE,TDO2G56,Patio de descarga- Eldorado Brasil,05/08/2025 21:51:42,05/08/2025 22:32:00,05/08/2025 23:32:09,Saiu da cerca,40m,25062,609974,186965
RIBAS,TAT2F22,Manutencao JSL RRP,05/08/2025 21:32:03,05/08/2025 22:31:46,05/08/2025 23:31:49,Saiu da cerca,59m,45052,604664,169317
TLA - TRANSP. CELULOSE,TAT2F22,Manutencao JSL RRP,05/08/2025 21:32:03,05/08/2025 22:31:46,05/08/2025 23:31:49,Saiu da cerca,59m,45052,604664,169317
RIBAS,SMD4E52,ACESSO FABRICA,05/08/2025 22:05:39,05/08/2025 22:25:33,05/08/2025 23:31:19,Saiu da cerca,19m,37775,603113,123486
RIBAS,SMD4E52,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:05:39,05/08/2025 22:25:33,05/08/2025 23:31:19,Saiu da cerca,19m,37775,603113,152234
RIBAS,SMD5B53,ACESSO FABRICA,05/08/2025 22:16:13,05/08/2025 22:25:17,05/08/2025 23:31:19,Saiu da cerca,9m,37775,604011,123486
TLA - TRANSP. CELULOSE,SMD4E52,ACESSO FABRICA,05/08/2025 22:05:39,05/08/2025 22:25:33,05/08/2025 23:31:19,Saiu da cerca,19m,37775,603113,123486
TLA - TRANSP. CELULOSE,SMD4E52,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:05:39,05/08/2025 22:25:33,05/08/2025 23:31:19,Saiu da cerca,19m,37775,603113,152234
TLA - TRANSP. CELULOSE,SMD5B53,ACESSO FABRICA,05/08/2025 22:16:13,05/08/2025 22:25:17,05/08/2025 23:31:19,Saiu da cerca,9m,37775,604011,123486
RIBAS,RJR8F85,TRAJETO PA X APARECIDA 1,05/08/2025 20:34:44,05/08/2025 21:08:32,05/08/2025 23:30:43,Saiu da cerca,33m,42098,618985,69019
TLA - TRANSP. CELULOSE,RJR8F85,TRAJETO PA X APARECIDA 1,05/08/2025 20:34:44,05/08/2025 21:08:32,05/08/2025 23:30:43,Saiu da cerca,33m,42098,618985,69019
RIBAS,SEL8J18,ACESSO FABRICA,05/08/2025 22:14:41,05/08/2025 22:24:48,05/08/2025 23:30:33,Saiu da cerca,10m,37775,573244,123486
RIBAS,SEG4H14,MONITORAMENTO-BRITA ROTATORIA,05/08/2025 22:09:26,05/08/2025 22:24:41,05/08/2025 23:30:33,Saiu da cerca,15m,40224,577725,124558
RIBAS,SEG4H14,ACESSO FABRICA,05/08/2025 22:09:26,05/08/2025 22:24:41,05/08/2025 23:30:33,Saiu da cerca,15m,40224,577725,123486
TLA - TRANSP. CELULOSE,SEL8J18,ACESSO FABRICA,05/08/2025 22:14:41,05/08/2025 22:24:48,05/08/2025 23:30:33,Saiu da cerca,10m,37775,573244,123486
TLA - TRANSP. CELULOSE,SEG4H14,MONITORAMENTO-BRITA ROTATORIA,05/08/2025 22:09:26,05/08/2025 22:24:41,05/08/2025 23:30:33,Saiu da cerca,15m,40224,577725,124558
TLA - TRANSP. CELULOSE,SEG4H14,ACESSO FABRICA,05/08/2025 22:09:26,05/08/2025 22:24:41,05/08/2025 23:30:33,Saiu da cerca,15m,40224,577725,123486
RIBAS,TDW5B08,PROJETO-MATAO II,05/08/2025 21:06:44,05/08/2025 22:18:19,05/08/2025 23:30:18,Saiu da cerca,1h 11m,25062,612126,150758
TLA - TRANSP. CELULOSE,TDW5B08,PROJETO-MATAO II,05/08/2025 21:06:44,05/08/2025 22:18:19,05/08/2025 23:30:18,Saiu da cerca,1h 11m,25062,612126,150758
RIBAS,SMD5B33,ACESSO FABRICA,05/08/2025 22:15:25,05/08/2025 22:24:29,05/08/2025 23:30:13,Saiu da cerca,9m,37775,603706,123486
RIBAS,SMD5B33,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:17:26,05/08/2025 22:24:29,05/08/2025 23:30:13,Saiu da cerca,7m,37775,603706,152234
TLA - TRANSP. CELULOSE,SMD5B33,ACESSO FABRICA,05/08/2025 22:15:25,05/08/2025 22:24:29,05/08/2025 23:30:13,Saiu da cerca,9m,37775,603706,123486
TLA - TRANSP. CELULOSE,SMD5B33,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:17:26,05/08/2025 22:24:29,05/08/2025 23:30:13,Saiu da cerca,7m,37775,603706,152234
RIBAS,SYE7D16,Abastecimento Frotas RRP,05/08/2025 22:05:49,05/08/2025 22:30:00,05/08/2025 23:30:07,Saiu da cerca,24m,39450,600098,170896
TLA - TRANSP. CELULOSE,SYE7D16,Abastecimento Frotas RRP,05/08/2025 22:05:49,05/08/2025 22:30:00,05/08/2025 23:30:07,Saiu da cerca,24m,39450,600098,170896
RIBAS,SMD5I36,ACESSO FABRICA,05/08/2025 22:15:01,05/08/2025 22:23:52,05/08/2025 23:29:57,Saiu da cerca,8m,37775,603551,123486
RIBAS,SEP8C75,ACESSO FABRICA,05/08/2025 22:16:51,05/08/2025 22:26:52,05/08/2025 23:29:57,Saiu da cerca,10m,40224,577494,123486
RIBAS,SMD5I36,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:17:01,05/08/2025 22:23:52,05/08/2025 23:29:57,Saiu da cerca,6m,37775,603551,152234
TLA - TRANSP. CELULOSE,SMD5I36,ACESSO FABRICA,05/08/2025 22:15:01,05/08/2025 22:23:52,05/08/2025 23:29:57,Saiu da cerca,8m,37775,603551,123486
TLA - TRANSP. CELULOSE,SEP8C75,ACESSO FABRICA,05/08/2025 22:16:51,05/08/2025 22:26:52,05/08/2025 23:29:57,Saiu da cerca,10m,40224,577494,123486
TLA - TRANSP. CELULOSE,SMD5I36,PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI,05/08/2025 22:17:01,05/08/2025 22:23:52,05/08/2025 23:29:57,Saiu da cerca,6m,37775,603551,152234
RIBAS,SLZ2D06,FABRICA - FILA SAIDA,05/08/2025 22:17:31,05/08/2025 22:19:33,05/08/2025 23:29:27,Saiu da cerca,2m,22304,586747,176269
TLA - TRANSP. CELULOSE,SLZ2D06,FABRICA - FILA SAIDA,05/08/2025 22:17:31,05/08/2025 22:19:33,05/08/2025 23:29:27,Saiu da cerca,2m,22304,586747,176269
RIBAS,SYE7D13,Terminal Inocencia,05/08/2025 21:30:11,05/08/2025 22:28:59,05/08/2025 23:29:17,Saiu da cerca,58m,39450,600023,185549
RIBAS,SYE7D13,Patio Carregado INO,05/08/2025 21:32:22,05/08/2025 22:28:59,05/08/2025 23:29:17,Saiu da cerca,56m,39450,600023,185552
TLA - TRANSP. CELULOSE,SYE7D13,Terminal Inocencia,05/08/2025 21:30:11,05/08/2025 22:28:59,05/08/2025 23:29:17,Saiu da cerca,58m,39450,600023,185549
TLA - TRANSP. CELULOSE,SYE7D13,Patio Carregado INO,05/08/2025 21:32:22,05/08/2025 22:28:59,05/08/2025 23:29:17,Saiu da cerca,56m,39450,600023,185552
RIBAS,RTF1I34,TRAJETO FABRICA X PA,05/08/2025 21:41:34,05/08/2025 22:28:59,05/08/2025 23:29:02,Saiu da cerca,47m,40453,581173,69017
TLA - TRANSP. CELULOSE,RTF1I34,TRAJETO FABRICA X PA,05/08/2025 21:41:34,05/08/2025 22:28:59,05/08/2025 23:29:02,Saiu da cerca,47m,40453,581173,69017
RIBAS,JBJ4H88,TRAJETO FABRICA X PA,05/08/2025 21:43:49,05/08/2025 22:26:17,05/08/2025 23:28:56,Saiu da cerca,42m,40455,608172,69017
TLA - TRANSP. CELULOSE,JBJ4H88,TRAJETO FABRICA X PA,05/08/2025 21:43:49,05/08/2025 22:26:17,05/08/2025 23:28:56,Saiu da cerca,42m,40455,608172,69017
RIBAS,SYD5G17,Abastecimento Frotas RRP,05/08/2025 21:59:45,05/08/2025 22:28:27,05/08/2025 23:28:32,Saiu da cerca,28m,39450,593107,170896
TLA - TRANSP. CELULOSE,SYD5G17,Abastecimento Frotas RRP,05/08/2025 21:59:45,05/08/2025 22:28:27,05/08/2025 23:28:32,Saiu da cerca,28m,39450,593107,170896
RIBAS,RIY9B41,TRAJETO PA X APARECIDA 3,05/08/2025 20:49:31,05/08/2025 21:11:51,05/08/2025 23:28:26,Saiu da cerca,22m,40454,608161,69023
RIBAS,RWC1I59,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:50:00,05/08/2025 22:28:22,05/08/2025 23:28:26,Saiu da cerca,38m,24463,603309,151131
TLA - TRANSP. CELULOSE,RIY9B41,TRAJETO PA X APARECIDA 3,05/08/2025 20:49:31,05/08/2025 21:11:51,05/08/2025 23:28:26,Saiu da cerca,22m,40454,608161,69023
TLA - TRANSP. CELULOSE,RWC1I59,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:50:00,05/08/2025 22:28:22,05/08/2025 23:28:26,Saiu da cerca,38m,24463,603309,151131
RIBAS,SEL8J12,TROCA D TURNO BRASILA,05/08/2025 21:23:37,05/08/2025 22:28:07,05/08/2025 23:28:11,Saiu da cerca,1h 4m,37775,573403,124556
TLA - TRANSP. CELULOSE,SEL8J12,TROCA D TURNO BRASILA,05/08/2025 21:23:37,05/08/2025 22:28:07,05/08/2025 23:28:11,Saiu da cerca,1h 4m,37775,573403,124556
RIBAS,TAM6C13,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:41:03,05/08/2025 22:27:57,05/08/2025 23:28:06,Saiu da cerca,46m,40226,600576,151131
TLA - TRANSP. CELULOSE,TAM6C13,MONITORAMENTO-TEMPO DE PATIO,05/08/2025 21:41:03,05/08/2025 22:27:57,05/08/2025 23:28:06,Saiu da cerca,46m,40226,600576,151131
RIBAS,SYD5G22,Abastecimento Frotas RRP,05/08/2025 21:53:49,05/08/2025 22:27:25,05/08/2025 23:27:35,Saiu da cerca,33m,39450,586870,170896
TLA - TRANSP. CELULOSE,SYD5G22,Abastecimento Frotas RRP,05/08/2025 21:53:49,05/08/2025 22:27:25,05/08/2025 23:27:35,Saiu da cerca,33m,39450,586870,170896
RIBAS,TAM6C13,FABRICA,05/08/2025 21:41:03,05/08/2025 22:27:07,05/08/2025 23:27:16,Saiu da cerca,46m,40226,600576,145299
TLA - TRANSP. CELULOSE,TAM6C13,FABRICA,05/08/2025 21:41:03,05/08/2025 22:27:07,05/08/2025 23:27:16,Saiu da cerca,46m,40226,600576,145299
RIBAS,SLZ2D65,EM MANUTENCAO HEXA,05/08/2025 20:21:23,05/08/2025 22:20:56,05/08/2025 23:26:50,Saiu da cerca,1h 59m,22304,586838,180341
TLA - TRANSP. CELULOSE,SLZ2D65,EM MANUTENCAO HEXA,05/08/2025 20:21:23,05/08/2025 22:20:56,05/08/2025 23:26:50,Saiu da cerca,1h 59m,22304,586838,180341
RIBAS,SEL8J07,TROCA D TURNO BRASILA,05/08/2025 22:17:16,05/08/2025 22:26:19,05/08/2025 23:26:45,Saiu da cerca,9m,37775,573470,124556
TLA - TRANSP. CELULOSE,SEL8J07,TROCA D TURNO BRASILA,05/08/2025 22:17:16,05/08/2025 22:26:19,05/08/2025 23:26:45,Saiu da cerca,9m,37775,573470,124556
RIBAS,SMD5B02,PROJETO PIATA,05/08/2025 20:45:54,05/08/2025 22:20:03,05/08/2025 23:26:10,Saiu da cerca,1h 34m,37775,603548,173448
TLA - TRANSP. CELULOSE,SMD5B02,PROJETO PIATA,05/08/2025 20:45:54,05/08/2025 22:20:03,05/08/2025 23:26:10,Saiu da cerca,1h 34m,37775,603548,173448
RIBAS,SGD2F76,MONITORAMENTO-ARVORE INOCENCIA,05/08/2025 22:17:20,05/08/2025 22:19:21,05/08/2025 23:25:43,Saiu da cerca,2m,40227,582494,124588
TLA - TRANSP. CELULOSE,SGD2F76,MONITORAMENTO-ARVORE INOCENCIA,05/08/2025 22:17:20,05/08/2025 22:19:21,05/08/2025 23:25:43,Saiu da cerca,2m,40227,582494,124588
RIBAS,SEP7G27,TROCA DE TURNO-SANTA RITA DO RIO PARDO,05/08/2025 22:10:57,05/08/2025 22:25:30,05/08/2025 23:25:38,Saiu da cerca,14m,40226,576354,163560
TLA - TRANSP. CELULOSE,SEP7G27,TROCA DE TURNO-SANTA RITA DO RIO PARDO,05/08/2025 22:10:57,05/08/2025 22:25:30,05/08/2025 23:25:38,Saiu da cerca,14m,40226,576354,163560
RIBAS,SMD5B11,TROCA DE TURNO-PATIO EXTERNO,05/08/2025 21:52:04,05/08/2025 22:24:48,05/08/2025 23:24:54,Saiu da cerca,32m,37775,603660,123488
TLA - TRANSP. CELULOSE,SMD5B11,TROCA DE TURNO-PATIO EXTERNO,05/08/2025 21:52:04,05/08/2025 22:24:48,05/08/2025 23:24:54,Saiu da cerca,32m,37775,603660,123488
RIBAS,SMD5A98,DESAMARRACAO-FABRICA,05/08/2025 22:16:20,05/08/2025 22:24:43,05/08/2025 23:24:48,Saiu da cerca,8m,37775,603518,153156
TLA - TRANSP. CELULOSE,SMD5A98,DESAMARRACAO-FABRICA,05/08/2025 22:16:20,05/08/2025 22:24:43,05/08/2025 23:24:48,Saiu da cerca,8m,37775,603518,153156
RIBAS,SMD4G07,TROCA D TURNO BRASILA,05/08/2025 20:40:50,05/08/2025 22:24:25,05/08/2025 23:24:32,Saiu da cerca,1h 43m,37775,603922,124556
TLA - TRANSP. CELULOSE,SMD4G07,TROCA D TURNO BRASILA,05/08/2025 20:40:50,05/08/2025 22:24:25,05/08/2025 23:24:32,Saiu da cerca,1h 43m,37775,603922,124556
